prev_indices,next_indices,syllables,rhyme_id
5444 90 4941 2393 5606 1408 4939 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,158 5614 507 5255 5606 2582 5249 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,267
158 5614 507 5255 5606 2582 5249 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 3710 5614 3631 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,267
3186 3710 5614 3631 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 436 2661 1285 2626 1285 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,268
2375 436 2661 1285 2626 1285 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 297 5635 2994 213 2764 2764 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,269
5405 297 5635 2994 213 2764 2764 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1958 5606 1870 1814 4962 4792 4520 1513 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,5
1958 5606 1870 1814 4962 4792 4520 1513 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 4516 187 1736 5261 90 3093 2286 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,8
4962 4516 187 1736 5261 90 3093 2286 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 3257 3196 4047 2810 3093 3559 213 3269 3353 2286 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,270
3186 3257 3196 4047 2810 3093 3559 213 3269 3353 2286 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5471 349 5064 349 4084 297 3186 1920 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,270
5471 349 5064 349 4084 297 3186 1920 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5471 4450 4565 2420 3186 4144 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,162
5471 4450 4565 2420 3186 4144 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5471 3821 2954 2491 4962 4893 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,271
5471 3821 2954 2491 4962 4893 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4313 5374 90 3045 5217 552 5064 4962 1638 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,163
4313 5374 90 3045 5217 552 5064 4962 1638 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5204 213 5187 4974 2120 542 213 716 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,89
5204 213 5187 4974 2120 542 213 716 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5081 2956 1777 213 5187 2133 5064 1958 4025 5064 2751 5225 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,272
5081 2956 1777 213 5187 2133 5064 1958 4025 5064 2751 5225 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 480 3330 4962 3205 4959 812 975 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,20
4962 480 3330 4962 3205 4959 812 975 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2036 90 4900 1887 3330 2509 566 3349 4975 5069 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,187
2036 90 4900 1887 3330 2509 566 3349 4975 5069 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3258 3001 881 279 4037 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,273
3258 3001 881 279 4037 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 775 4918 426 5614 508 2853 3228 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,274
2375 775 4918 426 5614 508 2853 3228 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4313 5374 3045 5217 552 5064 4962 1638 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,275
4313 5374 3045 5217 552 5064 4962 1638 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4447 2387 4313 5376 4516 3349 90 3609 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,89
4447 2387 4313 5376 4516 3349 90 3609 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2142 3726 5452 4962 553 2420 4962 1152 2998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,161
2142 3726 5452 4962 553 2420 4962 1152 2998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3125 2387 1814 4962 3091 213 4962 113 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,276
3125 2387 1814 4962 3091 213 4962 113 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2916 90 3054 3331 90 1787 5064 4962 3206 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,89
2916 90 3054 3331 90 1787 5064 4962 3206 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3258 4190 4957 2498 5526 2598 90 3556 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,277
3258 4190 4957 2498 5526 2598 90 3556 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,87 5184 5511 4962 1989 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,277
87 5184 5511 4962 1989 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5085 1406 3643 2277 2420 4962 812 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,277
5085 1406 3643 2277 2420 4962 812 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 5606 2622 2639 2420 5614 1701 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,89
178 5606 2622 2639 2420 5614 1701 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2915 5606 158 5137 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,278
2915 5606 158 5137 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2915 2036 5606 5141 3349 5614 5523 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,279
2915 2036 5606 5141 3349 5614 5523 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2915 2375 1408 2260 12 2375 2598 4598 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,280
2915 2375 1408 2260 12 2375 2598 4598 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2119 213 2378 2085 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,267
2119 213 2378 2085 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2420 90 693 2420 3186 1308 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,281
2420 90 693 2420 3186 1308 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4998 2491 4962 3993 3330 3186 5332 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,282
4998 2491 4962 3993 3330 3186 5332 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 2011 3358 2678 3186 2463 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,55
737 2011 3358 2678 3186 2463 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 4268 1416 2491 90 3951 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,283
737 4268 1416 2491 90 3951 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 2148 2420 3670 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,284
4962 2148 2420 3670 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 775 4368 3258 4962 1346 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,285
2375 775 4368 3258 4962 1346 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 3258 2491 4228 5405 1438 5566 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,62
5606 3258 2491 4228 5405 1438 5566 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5082 863 213 5096 855 2810 2648 3040 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,286
5082 863 213 5096 855 2810 2648 3040 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2408 2491 1766 4975 4257 2810 5272 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,287
2408 2491 1766 4975 4257 2810 5272 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 3358 61 654 775 2931 5606 2778 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,152
737 3358 61 654 775 2931 5606 2778 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 3345 3629 284 4962 3242 3629 5064 4004 5272 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,288
3186 3345 3629 284 4962 3242 3629 5064 4004 5272 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1214 956 2420 3186 1507 3297 2783 2994 4253 5606 511 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,152
1214 956 2420 3186 1507 3297 2783 2994 4253 5606 511 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 4877 4 2331 5511 4962 396 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,34
3415 2643 2420 3186 2987 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4867 209 1425 4571 4967 4313 1774 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,289
4867 209 1425 4571 4967 4313 1774 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 1073 2176 3652 5034 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,170
3186 1073 2176 3652 5034 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2598 2260 77 3046 445 5218 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,170
2375 2598 2260 77 3046 445 5218 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 1087 1155 2375 1321 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,290
4975 1087 1155 2375 1321 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1155 1087 4967 4975 5145 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,291
2375 1155 1087 4967 4975 5145 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4120 4974 2556 4971 4117 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,291
4120 4974 2556 4971 4117 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1408 740 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,292
2375 1408 740 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2382 5088 178 4974 2832 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,170
2382 5088 178 4974 2832 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5455 3186 3735 297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,293
5455 3186 3735 297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 2375 4253 2491 79 1248 4661 213 49 5590 5007 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,291
178 2375 4253 2491 79 1248 4661 213 49 5590 5007 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3285 1563 4352 5476 2872 3330 674 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,294
3285 1563 4352 5476 2872 3330 674 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 3943 2375 2673 5606 4988 2341 2498 1652 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,295
3186 3943 2375 2673 5606 4988 2341 2498 1652 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 4738 2652 737 5606 3312 1756 90 1182 2420 4970 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,296
5606 4738 2652 737 5606 3312 1756 90 1182 2420 4970 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4807 4900 3456 5452 4962 3686 962 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,296
4807 4900 3456 5452 4962 3686 962 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 4259 4984 4957 2378 4704 3285 1589 3778 5064 4302 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,9
2375 4259 4984 4957 2378 4704 3285 1589 3778 5064 4302 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 5630 3239 3258 5606 2202 2994 2877 213 960 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,296
5606 5630 3239 3258 5606 2202 2994 2877 213 960 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1958 4974 1726 1759 2353 90 2318 3258 3394 3330 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,297
1958 4974 1726 1759 2353 90 2318 3258 3394 3330 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4163 1024 4084 4107 5405 2810 4177 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,298
4163 1024 4084 4107 5405 2810 4177 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 3358 311 2230 2491 1455 744 3186 308 3433 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,298
4962 3358 311 2230 2491 1455 744 3186 308 3433 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1968 5511 4962 5563 499 1658 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,296
1968 5511 4962 5563 499 1658 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5489 1657 5167 1887 3330 4871 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,299
5489 1657 5167 1887 3330 4871 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4358 5510 5579 1602 1702 2810 2937 3218 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,298
4358 5510 5579 1602 1702 2810 2937 3218 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4270 90 2260 5003 90 4946 158 3269 4366 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,297
4270 90 2260 5003 90 4946 158 3269 4366 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,745 2908 5081 3162 1182 2420 4970 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,298
745 2908 5081 3162 1182 2420 4970 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 4595 4793 5510 1075 2881 4957 3148 161 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,296
2375 4595 4793 5510 1075 2881 4957 3148 161 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,762 2994 3158 651 2339 2375 5416 4962 4724 1636 58 3057 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,296
762 2994 3158 651 2339 2375 5416 4962 4724 1636 58 3057 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 3516 3331 2810 210 3375 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,300
2375 3516 3331 2810 210 3375 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 1259 213 536 508 5174 5064 4253 5443 2498 1390 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,301
2375 2036 1259 213 536 508 5174 5064 4253 5443 2498 1390 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2834 1690 3258 5008 5064 4785 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,111
2834 1690 3258 5008 5064 4785 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4918 5614 2734 5064 4285 4962 1695 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,5
4918 5614 2734 5064 4285 4962 1695 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2706 1415 3364 5261 2810 2503 4969 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,5
2706 1415 3364 5261 2810 2503 4969 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4957 3302 158 635 5064 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,302
4957 3302 158 635 5064 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4957 3054 2491 1191 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,5
4957 3054 2491 1191 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 3258 2491 709 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,303
5606 3258 2491 709 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 3285 90 5098 2124 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,303
2378 3285 90 5098 2124 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 90 1788 622 4965 437 1958 5606 4767 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,32
2378 90 1788 622 4965 437 1958 5606 4767 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3338 3193 3193 3193 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,304
3338 3193 3193 3193 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5588 4975 5487 743 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,69
5588 4975 5487 743 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 5143 3258 3818 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,5
5606 5143 3258 3818 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1120 3241 740 90 507 90 501 832 4313 1883 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,5
2375 1120 3241 740 90 507 90 501 832 4313 1883 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 2289 2375 158 4452 2420 4962 3372 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,5
2375 2036 2289 2375 158 4452 2420 4962 3372 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 3256 3809 2615 1364 5471 3157 2810 3133 3597 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,305
3186 3256 3809 2615 1364 5471 3157 2810 3133 3597 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 2810 5471 508 4962 5402 2375 3657 4337 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,121
2378 2810 5471 508 4962 5402 2375 3657 4337 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 3225 2011 5064 3611 4962 2742 2420 3186 498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,34
2375 3225 2011 5064 3611 4962 2742 2420 3186 498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 1209 3330 4962 5629 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,306
4962 1209 3330 4962 5629 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5452 5606 428 4962 1328 3374 4962 4884 1231 3230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,307
5452 5606 428 4962 1328 3374 4962 4884 1231 3230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 770 5064 4933 4957 2379 3737 3397 3186 2233 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,308
2375 770 5064 4933 4957 2379 3737 3397 3186 2233 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1030 1958 5511 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,307
1030 1958 5511 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 4975 2133 5064 5424 4962 3368 762 2498 3321 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,5
2393 4975 2133 5064 5424 4962 3368 762 2498 3321 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 3085 2498 2810 2923 4967 2375 4918 12 2005 1285 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,18
2375 3085 2498 2810 2923 4967 2375 4918 12 2005 1285 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 3851 5085 1460 3617 2241 213 2005 4256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,269
4962 3851 5085 1460 3617 2241 213 2005 4256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 463 2756 2978 4962 3587 4959 4962 3143 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,309
4962 463 2756 2978 4962 3587 4959 4962 3143 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2598 5064 4986 2375 699 90 3865 801 3331 210 3410 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,310
2598 5064 4986 2375 699 90 3865 801 3331 210 3410 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 5392 3242 3258 3865 2598 5064 3319 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,311
2378 5392 3242 3258 3865 2598 5064 3319 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 2375 1342 1979 5606 606 4383 2375 5553 413 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,312
2393 2375 1342 1979 5606 606 4383 2375 5553 413 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 5383 4962 3358 3352 5064 5363 333 213 3906 413 1854 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,5
2375 5383 4962 3358 3352 5064 5363 333 213 3906 413 1854 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,279 1672 279 2378 1058 2375 1390 3906 413 2190 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,5
279 1672 279 2378 1058 2375 1390 3906 413 2190 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 775 3364 5261 3186 978 5511 90 4434 2621 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,5
2375 775 3364 5261 3186 978 5511 90 4434 2621 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 2375 2796 5064 3187 2375 775 4266 2498 5064 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,5
